,Review_text,Sentiment_NLTK_numeric
5355,Good packing....READ MORE,1
5358,it's good.. osm price really impressed with the product.READ MORE,1
5359,"good one, no doubt go for itREAD MORE",0
5364,"NICE SHUTTLE,BALANCE TOO GOODREAD MORE",1
5365,best of best...  1 got @ 629... must buyREAD MORE,1
5367,Quality it not good as expected.Product life time is only 2 daysREAD MORE,0
5368,good product.READ MORE,1
5369,super productsREAD MORE,1
5370,looks good rest comment after 2 day play minimumREAD MORE,1
5374,worth for moneyREAD MORE,1
5376,I like the shuttle qualitiesREAD MORE,1
5377,good jobREAD MORE,1
5378,excellent qualityREAD MORE,1
5379,awesome best the comments that say it's fake. are also fakeREAD MORE,1
5385,packing of this product is very poor. always receive with press positionREAD MORE,0
5389,excellent appREAD MORE,1
5390,best quality shuttle 🖤READ MORE,1
5391,superb qualityREAD MORE,1
5393,Nice productREAD MORE,1
5395,multiple small small holes in the cork. Doesn't look like it will last long.READ MORE,0
5396,good productREAD MORE,1
5399,Super qualityREAD MORE,1
5400,good qualityREAD MORE,1
5402,good materialREAD MORE,1
5403,"Excellent deal, value worthREAD MORE",1
5404,happy with my order I m alwaysREAD MORE,1
5405,Good shuttles with a decent price.READ MORE,1
5406,God product at an attractive priceREAD MORE,1
5407,"Great Shuttle , flight of the shuttle is very good , no regrets with the rate because in the market it was costing me around 840 rupees and here from flipkart I got it for 699 INRREAD MORE",1
5408,Original qualityREAD MORE,1
5411,good productREAD MORE,1
5412,Good one. Perfect 👌READ MORE,1
5414,better thank local marketREAD MORE,1
5415,Shuttle Cork was good and genuine.I verified with Yonex website. 👍READ MORE,1
5418,Packing is not so good. The plastic cover is damaged.READ MORE,0
5422,I would give full star to this product.... great quality.... unfortunately the next box I bought had one shuttle damagedREAD MORE,1
5423,Good product. Nice build qualityREAD MORE,1
5425,It's not a good product..READ MORE,0
5428,Nice productREAD MORE,1
5431,very good .nice quality .READ MORE,1
5432,got a damage shuttle in the pack.  rest are good.READ MORE,0
5433,quality not seems good. breaks after one day playREAD MORE,0
5435,Nice item....get the same item as exceptedREAD MORE,1
5436,best green cupREAD MORE,1
5438,very slow shuttles not good as per market.READ MORE,0
5439,Good BoyREAD MORE,1
5440,Thanks to Flipkart. The poor shuttles pack is replaced.READ MORE,0
5444,Good productREAD MORE,1
5445,good productREAD MORE,1
5446,amazing quality.worth every penny 🔥🔥READ MORE,1
5447,excellent flight. slow as mentioned. recommended for beginners.READ MORE,1
5448,superb qualityREAD MORE,1
5451,GOOD PRODUCTREAD MORE,1
5452,good productREAD MORE,1
5453,Its good productREAD MORE,1
5454,Nice productREAD MORE,1
5455,nice as usualREAD MORE,1
5457,Its really good lasts longer than i expectedREAD MORE,1
5458,worst product. got all the squeezed boxes of shuttles. after replacement too got the same damaged product.READ MORE,0
5460,Quality of the shuttle seems to be very bad. Some of them didn’t even last few games. Had to change two shuttles in an hours play.READ MORE,0
5461,Good price only too muchREAD MORE,1
5462,good quality nice productREAD MORE,1
5463,Satisfied with the product qualityREAD MORE,1
5464,poor qualityREAD MORE,0
5465,Best for intermediate playersREAD MORE,1
5469,shuttles are very old. they damaged in one day only. bad quality shuttle.READ MORE,0
5471,good productREAD MORE,1
5475,Very good quality shuttleREAD MORE,1
5476,Best packingREAD MORE,1
5479,Best for daily play👌READ MORE,1
5480,very good productREAD MORE,1
5481,excellent design and lifespanREAD MORE,1
5484,good as always...READ MORE,1
5486,u can buy its a good productREAD MORE,1
5487,Excellent productREAD MORE,1
5488,quality item&very good packingREAD MORE,1
5489,good qualityREAD MORE,1
5490,nice product.quick delivery.READ MORE,1
5492,"While the shuttles are good, pricing has been made exorbitant. From 600 per pack to 900 per pack - an increase of 50% within one year. Already trying alternatives.READ MORE",1
5495,Pathetic qualityREAD MORE,0
5496,"It's an original product from Yonex . I'm able to authenticate it over sunrise portal.Best shuttle for Indian condition.Streamed travel, correct balance and durable.For beginners and for intermediate level you should start with this one.READ MORE",1
5498,good delivery boyREAD MORE,1
5500,Excellent. First We ordered one Box and tried whether fake or genuine product. I selected slow 75. We found its genuine product with long lasting. Then we are playing with the same shuttle till now. I suggested it to other courts in our town. They are playing with same shuttle and buying from Flipkart. So go without any hesitation.READ MORE,1
5503,The packing of the product was not done properly & not up to the mark. Request the team to take care of the same in future to avoid damaging the product.READ MORE,0
5504,Giving Review after 2 weeks of use.. Don't buy this product. It seems they are selling second grade defective product. All shuttle start to rotate after some time  it's very difficult to play.... Patethic product.READ MORE,0
5506,worst .......READ MORE,0
5507,Good  Product... 🙂🙂🙂READ MORE,1
5511,Damaged packREAD MORE,0
5513,good qualityREAD MORE,1
5515,Original product. Very happyREAD MORE,1
5517,these shuttles have better quality than I bought from local shop.. no much difference in price..READ MORE,1
5520,Good product .. quick delivery .. impressive service..READ MORE,1
5524,Good quality.. Original productREAD MORE,1
5525,"Good product,. 👍READ MORE",1
5527,poor qualityREAD MORE,0
5529,"Expected more good quality, it's good only one shuttle has spinning issue.READ MORE",1
5530,It looks good but after use I will update about quality..READ MORE,1
5532,best shuttlecockREAD MORE,1
5533,nice shulterREAD MORE,1
5535,very nice productREAD MORE,1
5541,nice and rate reasonable....READ MORE,1
5547,very good productREAD MORE,1
5549,good productREAD MORE,1
5551,very good productREAD MORE,1
5552,packing is damaged..  and few shuttle are also damaged...  poor quality of packing..READ MORE,0
5553,good qualityREAD MORE,1
5554,I have received all the genuine shuttle box. Flight And Pace level of shuttlecock are very good. But I am little disappointed with the packaging from both seller and Flipkart side. Boxex are little damaged although I am very grateful that my shuttlecock are not damaged. Again I will purchase from the same seller. Thanks 😊READ MORE,0
5556,I am using Mavis 350 Above past 2 Year The Best Shuttlecock in y MarketNew Stock delivered by Seller We play in doubles & Daily 5 SetsDurability is awesome (3-4Days)Smash Drop Toss Everything is PerfectSome of our team Members Complaint that shuttle is very Heavy & Goes away when they toss but i think this is not Shuttlecock's problemGood Job YonexREAD MORE,1
5560,"Flipkart is cheating the customers by sending very very old shuttle boxes...booked 4 box of shuttle on 12th December 2019 and  received 2018  manufactured shuttles, which are bad in condition.. going forward decides to not buy shuttles from Flipkart ..READ MORE",0
5561,good productREAD MORE,1
5564,worth for moneyREAD MORE,1
5565,value for moneyREAD MORE,1
5567,very good shuttle for outdoor court. 1 shuttle lasts for 1 week even if you play smashes daily. good one to purchase.READ MORE,1
5569,good oneREAD MORE,1
5572,"very very good product,, I bought 2 or 3 barrels every month.... one of the trustworthy online shopping, flifkart....READ MORE",1
5573,Good packing and delivery.  but the flight and speed of the shuttles were much faster than the usual Mavis 350. I doubt the genuinity.This time also the packing was perfect.  But the very first shuttle taken was wobbling and is not good for play. Very disappointing..READ MORE,0
5576,Good.its original product.READ MORE,1
5579,Its ok for beginnersREAD MORE,1
5582,fast delivery with good quality productREAD MORE,1
5583,good oneREAD MORE,1
5585,"Very good shuttle for you, any stage you are in. simply go for it.READ MORE",1
5586,Nice product. looks very genuine.READ MORE,1
5588,nice shuttle durable still these are working properlyREAD MORE,1
5590,Good productREAD MORE,1
5591,better productREAD MORE,1
5592,superb and guaranteed .READ MORE,1
5597,best for outdoor and practice timeREAD MORE,1
5598,excellent qualityREAD MORE,1
5599,plz not buy this shuttle.READ MORE,1
5602,Good shuttleREAD MORE,1
5603,Nice product. Delivered on time.READ MORE,1
5604,best productREAD MORE,1
5607,good product ...READ MORE,1
5608,It's always the best budget shuttlecocks mrp is rs 1040 but i got it in just rs 685READ MORE,1
5609,Good productREAD MORE,1
5610,original product.thanks FlipkartREAD MORE,1
5612,Perfect product!!A great shuttle to practice badminton on a regular basis.READ MORE,1
5613,nice productREAD MORE,1
5615,Nice ProductREAD MORE,1
5616,Better price than outlets. Good product.READ MORE,1
5618,Good and genuine product.READ MORE,1
5619,Good but costyREAD MORE,1
5620,Good svuttlesREAD MORE,1
5621,best shuttles with which one can 'play'READ MORE,1
5623,Superb qualityREAD MORE,1
5624,Best oneREAD MORE,1
5625,Value for money 👍READ MORE,1
5626,Good qualityREAD MORE,1
5628,very nice shuttle from the seller and prompt delivery from flipkartREAD MORE,1
5629,shuttles are of good quality and durableREAD MORE,1
5630,Good productREAD MORE,1
5631,awesome and original product..however the box i got is of low quality. Hope to not get that complaint again.READ MORE,1
5632,Value for moneyREAD MORE,1
5633,very useful and beneficial alsoREAD MORE,1
5634,best product everREAD MORE,1
5635,Very good product to delivered by flipcartREAD MORE,1
5636,Super excellent deliveryREAD MORE,1
5637,Good for practice.READ MORE,1
5640,Receiving used and defective product shuttle is shaking.READ MORE,0
5641,it's original and reliableREAD MORE,1
5642,Shullte are worst quality....all shuttle are spin so accuracy in very bad....READ MORE,0
5644,Good qualityREAD MORE,1
5646,Last order was great. This shuttle speed varies with temperature. Moves fast in hot summer day. Otherwise speed is good.READ MORE,1
5647,pathetic packing ...box crushed...shuttles not in playing conditionREAD MORE,0
5649,Great product & great service by FlipkartREAD MORE,1
5653,ok comfortREAD MORE,1
5656,good productREAD MORE,1
5659,absolutely original productREAD MORE,1
5660,good qualityREAD MORE,1
5661,valuable price.....nice....READ MORE,1
5665,its worth product on this price...READ MORE,1
5666,bad qualityREAD MORE,0
5668,Nice shuttle for night game..READ MORE,1
5669,Good to meREAD MORE,1
5671,Good product from flipkartREAD MORE,1
5672,good and lastingREAD MORE,1
5673,The best u cant getREAD MORE,1
5674,"awesome shuttles , I love itREAD MORE",1
5675,"On time delivery and very nice product. I am a national level player and I used these shuttles just for practice and I found the quality very nice and they are really the original Yonex Mavis 350, If you are thinking to buy them then you should not wait for it just go for it.READ MORE",1
5676,Good productREAD MORE,1
5677,original. no more comments.READ MORE,1
5679,Nice product. worth for money....READ MORE,1
5680,I think it's not the original. More flight for the Cork which I have not seen beforeREAD MORE,0
5681,Very good shuttleREAD MORE,1
5685,"Original product, fast delivery.READ MORE",1
5689,"good product, on time deliveryREAD MORE",1
5692,good & long lastingREAD MORE,1
5694,nice citalREAD MORE,1
5695,Nicely packedREAD MORE,1
5696,good productREAD MORE,1
5698,2 corks were not to that perfect. Yes can go for this price. But the plastic quality to improve a lot - I mean the plasticity of plasticREAD MORE,1
5701,Original product and at best price you can get here. Must buy.READ MORE,1
5703,nice oneREAD MORE,1
5705,nice productsREAD MORE,1
5708,superb quality product received thanks flipkartREAD MORE,1
5709,best oneREAD MORE,1
5710,I played only for two days with on shuttle it started brokingREAD MORE,1
5712,Great qualityREAD MORE,1
5715,Best shuttle for practice..READ MORE,1
5716,fast delivery flipkart thank uREAD MORE,1
5717,Good productREAD MORE,1
5718,Good QualityREAD MORE,1
5720,Good for practice..READ MORE,1
5722,"I am not sure whether the product original or counterfeit... it looks like original but the quality is not good, I purchased  similar box from offline shop and that had best quality.. this is first time I received such product from flipkart..delivery and packaging as always..best from flipkart.thanks.READ MORE",1
5724,very good productREAD MORE,1
5726,nice product.READ MORE,1
5727,good product and delivered fast goodREAD MORE,1
5728,genuine product and at a good priceREAD MORE,1
5732,it's good and durabilityREAD MORE,1
5736,Original product with great price.Thanks flipkart.READ MORE,1
5737,good productREAD MORE,1
5738,Product is good but quality of shuttle is not goodREAD MORE,1
